2024-12-11 13:38:55.762 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-12-11 13:38:57.170 [main] INFO  org.mongodb.driver.cluster - Adding discovered server mongo:27017 to client view of cluster
2024-12-11 13:38:57.197 [main] INFO  org.mongodb.driver.cluster - Adding discovered server mongo:27018 to client view of cluster
2024-12-11 13:38:57.200 [main] INFO  org.mongodb.driver.cluster - Adding discovered server mongo:27019 to client view of cluster
2024-12-11 13:38:57.214 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync", "version": "5.0.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/20.0.2+9-78"} created with settings MongoClientSettings{readPreference=ReadPreference{name=nearest, hedgeOptions=null}, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='demouser', source='oomall', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[cn.edu.xmu.javaee.order.config.MongoCommandLogger@64ec1459], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@1aac0a47, com.mongodb.Jep395RecordCodecProvider@4b3ad7ca, com.mongodb.KotlinCodecProvider@6785c9fa]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[mongo:27017, mongo:27018, mongo:27019], srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='rs0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=UNSPECIFIED, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
2024-12-11 13:38:57.322 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=mongo:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=66976400, setName='rs0', canonicalAddress=mongo1:27017, hosts=[mongo1:27017], passives=[mongo3:27017, mongo2:27017], arbiters=[], primary='mongo1:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=6745d374697b36d648e9f400, counter=6}, lastWriteDate=Wed Dec 11 13:38:52 CST 2024, lastUpdateTimeNanos=6904029368100}
2024-12-11 13:38:57.323 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Adding discovered server mongo1:27017 to client view of cluster
2024-12-11 13:38:57.324 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Adding discovered server mongo3:27017 to client view of cluster
2024-12-11 13:38:57.325 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Adding discovered server mongo2:27017 to client view of cluster
2024-12-11 13:38:57.327 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Server mongo:27017 is no longer a member of the replica set.  Removing from client view of cluster.
2024-12-11 13:38:57.328 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Server mongo:27018 is no longer a member of the replica set.  Removing from client view of cluster.
2024-12-11 13:38:57.328 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Server mongo:27019 is no longer a member of the replica set.  Removing from client view of cluster.
2024-12-11 13:38:57.328 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:38:57.413 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=mongo1:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=43806400, setName='rs0', canonicalAddress=mongo1:27017, hosts=[mongo1:27017], passives=[mongo3:27017, mongo2:27017], arbiters=[], primary='mongo1:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=6745d374697b36d648e9f400, counter=6}, lastWriteDate=Wed Dec 11 13:38:52 CST 2024, lastUpdateTimeNanos=6904120873500}
2024-12-11 13:38:57.413 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:38:57.414 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=mongo3:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=43934100, setName='rs0', canonicalAddress=mongo1:27017, hosts=[mongo1:27017], passives=[mongo3:27017, mongo2:27017], arbiters=[], primary='mongo1:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=6745d374697b36d648e9f400, counter=6}, lastWriteDate=Wed Dec 11 13:38:52 CST 2024, lastUpdateTimeNanos=6904122315100}
2024-12-11 13:38:57.415 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:38:57.416 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=mongo2:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=44792900, setName='rs0', canonicalAddress=mongo1:27017, hosts=[mongo1:27017], passives=[mongo3:27017, mongo2:27017], arbiters=[], primary='mongo1:27017', tagSet=TagSet{[]}, electionId=7fffffff0000000000000001, setVersion=1, topologyVersion=TopologyVersion{processId=6745d374697b36d648e9f400, counter=6}, lastWriteDate=Wed Dec 11 13:38:52 CST 2024, lastUpdateTimeNanos=6904124097800}
2024-12-11 13:38:57.416 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:38:57.416 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:38:57.416 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:38:57.533 [main] DEBUG cn.edu.xmu.javaee.order.config.OrderConfig - snowFlakeIdWorker: ip = 10.26.67.188
2024-12-11 13:38:58.027 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 14 endpoints beneath base path '/actuator'
2024-12-11 13:38:58.062 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2024-12-11 13:38:58.073 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2024-12-11 13:38:58.080 [main] INFO  cn.edu.xmu.javaee.order.OrderApplication - Started OrderApplication in 2.579 seconds (process running for 3.165)
2024-12-11 13:38:58.449 [RMI TCP Connection(1)-10.26.67.188] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-12-11 13:38:58.450 [RMI TCP Connection(1)-10.26.67.188] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-12-11 13:38:58.450 [RMI TCP Connection(1)-10.26.67.188] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2024-12-11 13:38:58.669 [RMI TCP Connection(2)-10.26.67.188] DEBUG org.mongodb.driver.protocol.command - Command "hello" started on database "oomall" using a connection with driver-generated ID 13 and server-generated ID 9585 to mongo2:27017. The request ID is 14 and the operation ID is 9. Command: {"hello": 1, "$db": "oomall", "lsid": {"id": {"$binary": {"base64": "MkIuoPppQ+qRs4nCOylhoQ==", "subType": "04"}}}}
2024-12-11 13:38:58.669 [RMI TCP Connection(2)-10.26.67.188] INFO  cn.edu.xmu.javaee.order.config.MongoCommandLogger - Command: hello
2024-12-11 13:38:58.669 [RMI TCP Connection(2)-10.26.67.188] INFO  cn.edu.xmu.javaee.order.config.MongoCommandLogger - Connection Address: mongo2:27017
2024-12-11 13:38:58.723 [RMI TCP Connection(2)-10.26.67.188] DEBUG org.mongodb.driver.protocol.command - Command "hello" succeeded on database "oomall" in 55.6217 ms using a connection with driver-generated ID 13 and server-generated ID 9585 to mongo2:27017. The request ID is 14 and the operation ID is 9. Command reply: {"topologyVersion": {"processId": {"$oid": "6745d374697b36d648e9f400"}, "counter": 6}, "hosts": ["mongo1:27017"], "passives": ["mongo2:27017", "mongo3:27017"], "setName": "rs0", "setVersion": 1, "isWritablePrimary": true, "secondary": false, "primary": "mongo1:27017", "me": "mongo1:27017", "electionId": {"$oid": "7fffffff0000000000000001"}, "lastWrite": {"opTime": {"ts": {"$timestamp": {"t": 1733895542, "i": 1}}, "t": 1}, "lastWriteDate": {"$date": "2024-12-11T05:39:02Z"}, "majorityOpTime": {"ts": {"$timestamp": {"t": 1733895542, "i": 1}}, "t": 1}, "majorityWriteDate": {"$date": "2024-12-11T05:39:02Z"}}, "maxBsonObjectSize": 16777216, "maxMessageSizeBytes": 48000000, "maxWriteBatchSize": 100000, "localTime": {"$date": "2024-12-11T05:39:03.954Z"}, "logicalSessionTimeoutMinutes": 30, "connectionId": 9585, "minWireVersion": 0, "maxWireVersion": 25, "readOnly": false, "ok": 1.0, "$clusterTime": {"clusterTime": {"$timestamp": {"t": 1733895542, "i": 1}}, "signature": {"hash": {"$binary": {"b ...
2024-12-11 13:39:07.466 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:39:07.466 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:07.470 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:39:07.470 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:07.471 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:39:07.471 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:17.473 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:39:17.473 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:17.478 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:39:17.478 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:17.480 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:39:17.480 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:27.482 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:39:27.482 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:27.484 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:39:27.484 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:27.484 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:39:27.484 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:37.489 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:39:37.491 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:37.491 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:39:37.492 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:37.493 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:39:37.493 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:47.499 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:39:47.499 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:47.500 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:39:47.500 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:47.501 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:39:47.501 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:57.506 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:39:57.506 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:57.510 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:39:57.511 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:39:57.511 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:39:57.511 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:07.512 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:40:07.512 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:07.513 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:40:07.513 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:07.515 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:40:07.515 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:17.519 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:40:17.520 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:17.523 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:40:17.523 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:17.523 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:40:17.523 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:27.526 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:40:27.526 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:27.527 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:40:27.527 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:27.530 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:40:27.530 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:37.535 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:40:37.535 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:37.535 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:40:37.535 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:37.541 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
2024-12-11 13:40:37.541 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo2:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:47.541 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo2:27017
2024-12-11 13:40:47.541 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo3:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo3:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:47.546 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo3:27017
2024-12-11 13:40:47.546 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo1:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary mongo1:27017 with max election id 7fffffff0000000000000001 and max set version 1
2024-12-11 13:40:47.550 [cluster-ClusterId{value='67592571266362712baf1b9a', description='null'}-mongo2:27017] INFO  org.mongodb.driver.cluster - Rediscovering type of existing primary mongo1:27017
